anime_id;name;type;episodes;rating;members;genre 1;genre 2;genre 3;genre 4;genre 5;genre 6;genre 7;;;;;;
28669;Go! Princess Precure;TV;50;7.74;5098;Action; Comedy; Fantasy; Magic; School; Shoujo; Slice of Life;;;;;;
2026;Hayate no Gotoku!;TV;52;7.75;130085;Action; Comedy; Harem; Parody; Romance;;;;;;;;
450;InuYasha: Kagami no Naka no Mugenjo;Movie;1;7.75;54854;Adventure; Demons; Drama; Fantasy; Historical; Romance; Shounen; Supernatural;;;;;
32491;Kanojo to Kanojo no Neko: Everything Flows;TV;4;7.75;38765;Psychological; Romance; Slice of Life;;;;;;;;;;
6624;Kara no Kyoukai Remix: Gate of Seventh Heaven;Movie;1;7.75;24735;Action; Mystery; Romance; Super Power; Thriller;;;;;;;;
3466;Kino no Tabi: The Beautiful World - Tou no Kuni;Special;1;7.75;19211;Adventure; Fantasy; Psychological;;;;;;;;;;
15439;Kono Danshi, Ningyo Hiroimashita.;OVA;1;7.75;14775;Fantasy; Shounen Ai;;;;;;;;;;;
19669;Kuroko no Basket: Baka ja Katenai no yo!;OVA;1;7.75;26785;Comedy; School; Shounen; Sports;;;;;;;;;
25015;Kyoukai no Kanata Movie: I&#039;;;;;;;;;;;;;;;;;
331;Mahoujin Guru Guru;TV;45;7.75;3725;Adventure; Comedy; Fantasy; Magic; Shounen;;;;;;;;
33338;One Piece: Heart of Gold;Special;1;7.75;17443;Action; Adventure; Comedy; Drama; Fantasy; Shounen;;;;;;;
23777;Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa;Movie;1;7.75;26958;Action; Drama; Fantasy; Shounen; Super Power;;;;;;;;
10278;The iDOLM@STER;TV;25;7.75;81155;Comedy; Drama; Music;;;;;;;;;;
2557;Trapp Ikka Monogatari;TV;40;7.75;2839;Drama; Historical; Music; Romance;;;;;;;;;
1830;Utawarerumono Specials;Special;6;7.75;11149;Action; Comedy; Drama; Fantasy;;;;;;;;;
24405;World Trigger;TV;73;7.75;106872;Action; School; Sci-Fi; Shounen; Supernatural;;;;;;;;
4416;Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering;TV;12;7.75;1780;Action; Mecha; Sci-Fi; Super Power;;;;;;;;;
740;Bishoujo Senshi Sailor Moon R;TV;43;7.74;73305;Demons; Magic; Romance; Shoujo;;;;;;;;;
2213;Black Jack (TV);TV;61;7.74;15552;Drama;;;;;;;;;;;;
371;Cardcaptor Sakura Movie 1;Movie;1;7.74;56327;Comedy; Drama; Fantasy; Magic; Shoujo;;;;;;;;
7303;Detective Conan: Black History;Special;1;7.74;3603;Adventure; Comedy; Mystery; Police; Shounen;;;;;;;;
430;Fullmetal Alchemist: The Conqueror of Shamballa;Movie;1;7.74;186465;Comedy; Drama; Fantasy; Historical; Military; Shounen;;;;;;;
1813;Genshiken OVA;OVA;3;7.74;35493;Comedy; Parody; Slice of Life;;;;;;;;;;
16528;Hal;Movie;1;7.74;50812;Romance; Sci-Fi; Shoujo;;;;;;;;;;
9288;Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?;Movie;1;7.74;3309;Fantasy; Kids; Magic; Shoujo;;;;;;;;;
6372;Higashi no Eden Movie I: The King of Eden;Movie;1;7.74;101734;Comedy; Drama; Mystery; Romance; Slice of Life; Thriller;;;;;;;
17;Hungry Heart: Wild Striker;TV;52;7.74;13469;Comedy; Shounen; Slice of Life; Sports;;;;;;;;;
3931;Initial D Battle Stage 2;OVA;1;7.74;11015;Action; Cars; Drama; Seinen; Sports;;;;;;;;
24439;Kekkai Sensen;TV;12;7.74;220573;Action; Fantasy; Shounen; Super Power; Supernatural; Vampire;;;;;;;
23441;Love Stage!! OVA;OVA;1;7.74;23631;Comedy; Romance; Shounen Ai;;;;;;;;;;
1915;Mahou Shoujo Lyrical Nanoha StrikerS;TV;26;7.74;35442;Action; Comedy; Drama; Magic; Super Power;;;;;;;;
323;Mousou Dairinin;TV;13;7.74;137687;Drama; Mystery; Police; Psychological; Supernatural; Thriller;;;;;;;
2313;Muumindani no Suisei;Movie;1;7.74;4344;Adventure; Comedy; Fantasy; Kids;;;;;;;;;
584;Noein: Mou Hitori no Kimi e;TV;24;7.74;56244;Adventure; Drama; Sci-Fi; Slice of Life;;;;;;;;;
24543;Persona 3 the Movie 3: Falling Down;Movie;1;7.74;19928;Action; Fantasy; Seinen; Supernatural;;;;;;;;;
6634;Sengoku Basara Two;TV;12;7.74;42798;Action; Historical; Martial Arts; Samurai; Super Power;;;;;;;;
355;Shakugan no Shana;TV;24;7.74;297058;Action; Drama; Fantasy; Romance; School; Supernatural;;;;;;;
30549;Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season;TV;13;7.74;6787;Action; Drama; Mecha; Military; Sci-Fi;;;;;;;;
1279;Taiyou no Ko Esteban;TV;39;7.74;5424;Adventure; Historical; Sci-Fi;;;;;;;;;;
10033;Toriko;TV;147;7.74;54790;Action; Adventure; Comedy; Fantasy; Shounen;;;;;;;;
11531;UN-GO: Inga-ron;Movie;1;7.74;23340;Mystery; Supernatural;;;;;;;;;;;
966;Crayon Shin-chan;TV;Unknown;7.73;26267;Comedy; Ecchi; Kids; School; Shounen; Slice of Life;;;;;;;
25341;Diamond no Ace OVA;OVA;3;7.72;7376;Comedy; School; Shounen; Sports;;;;;;;;;
10534;Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi;Movie;1;7.73;1317;Adventure; Comedy; Fantasy; Kids; Shounen;;;;;;;;
32979;Flip Flappers;TV;13;7.73;40945;Comedy; Sci-Fi;;;;;;;;;;;
132;GetBackers;TV;49;7.73;73536;Action; Comedy; Drama; Mystery; Shounen; Super Power; Supernatural;;;;;;
14467;K;TV;13;7.73;297051;Action; Super Power; Supernatural;;;;;;;;;;
8532;Katekyo Hitman Reborn! Special;ONA;1;7.73;19991;Comedy; Shounen;;;;;;;;;;;
1606;Kekkaishi;TV;52;7.73;61884;Adventure; Comedy; Fantasy; Shounen;;;;;;;;;
9136;Kuroshitsuji II Specials;Special;6;7.73;60899;Comedy; Fantasy; Parody; Shounen; Supernatural;;;;;;;;
2227;Lady Lady!!;TV;21;7.73;2681;Drama; Historical;;;;;;;;;;;
7627;Mitsudomoe;TV;13;7.73;56483;Comedy; School; Slice of Life;;;;;;;;;;
32485;Prison School OVA;OVA;1;7.73;30887;Comedy; Ecchi; Romance; School; Seinen;;;;;;;;
6773;Shakugan no Shana III (Final);TV;24;7.73;133010;Action; Drama; Fantasy; Romance; Supernatural;;;;;;;;
1650;Uchuu Senkan Yamato;TV;26;7.73;10688;Action; Adventure; Drama; Military; Sci-Fi; Space;;;;;;;
2558;Wakakusa Monogatari: Nan to Jo-sensei;TV;40;7.73;2577;Drama; Historical; School; Slice of Life;;;;;;;;;
1840;Zero no Tsukaima: Futatsuki no Kishi;TV;12;7.73;235684;Action; Adventure; Comedy; Ecchi; Fantasy; Harem; Magic; Romance; School;;;;
33513;Ansatsu Kyoushitsu: 365-nichi no Jikan;Movie;1;7.72;14896;Action; Comedy; School; Shounen;;;;;;;;;
2724;Daicon Opening Animations;Special;2;7.72;7174;Action; Adventure; Mecha; Music; Sci-Fi;;;;;;;;
905;Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta;Movie;1;7.72;56994;Adventure; Comedy; Fantasy; Sci-Fi; Shounen;;;;;;;;
32915;Durarara!!x2 Ketsu: Dufufufu!!;Special;1;7.72;13126;Action; Mystery; Supernatural;;;;;;;;;;
1395;Future GPX Cyber Formula Sin;OVA;5;7.72;1070;Drama; Sci-Fi; Shounen; Sports;;;;;;;;;
10471;Ie Naki Ko Remi Specials;Special;3;7.72;781;Adventure; Drama;;;;;;;;;;;
5231;Inazuma Eleven;TV;127;7.72;42677;Shounen; Sports; Super Power;;;;;;;;;;
5204;Kara no Kyoukai 6: Boukyaku Rokuon;Movie;1;7.72;93803;Action; Magic; Mystery; Romance; Supernatural; Thriller;;;;;;;
12487;Kyoukaisenjou no Horizon II;TV;13;7.72;46781;Action; Fantasy; Sci-Fi;;;;;;;;;;
324;Mobile Police Patlabor: On Television;TV;47;7.72;16130;Comedy; Mecha; Police; Sci-Fi;;;;;;;;;
709;Mujin Wakusei Survive;TV;52;7.72;11684;Action; Adventure; Fantasy; Sci-Fi; Slice of Life;;;;;;;;
21755;New Prince of Tennis OVA vs. Genius10;OVA;10;7.72;6238;Action; Comedy; Shounen; Sports;;;;;;;;;
32668;Noblesse: Awakening;ONA;1;7.72;28864;Action; School; Supernatural; Vampire;;;;;;;;;
1034;Ouritsu Uchuugun: Honneamise no Tsubasa;Movie;1;7.72;18469;Action; Drama; Military; Sci-Fi; Space;;;;;;;;
33157;Tanaka-kun wa Itsumo Kedaruge Specials;Special;Unknown;7.72;5400;Comedy; School; Slice of Life;;;;;;;;;;
23701;Toradora! OVA;OVA;1;7.72;25154;Comedy; Romance; School; Slice of Life;;;;;;;;;
10716;Towa no Quon 5: Souzetsu no Raifuku;Movie;1;7.72;18060;Action; Super Power; Supernatural;;;;;;;;;;
1924;Urusei Yatsura Movie 5: Final;Movie;1;7.72;2783;Action; Adventure; Comedy; Drama; Romance; Sci-Fi;;;;;;;
33350;Zhen Hun Jie;ONA;24;7.72;2480;Action; Supernatural;;;;;;;;;;;
3090;Aa! Megami-sama!: Tatakau Tsubasa;Special;2;7.71;18465;Comedy; Magic; Romance; Seinen; Supernatural;;;;;;;;
7647;Arakawa Under the Bridge;TV;13;7.71;162622;Comedy; Romance; Seinen;;;;;;;;;;
530;Bishoujo Senshi Sailor Moon;TV;46;7.71;146521;Demons; Magic; Romance; Shoujo;;;;;;;;;
3785;Evangelion: 3.0 You Can (Not) Redo;Movie;1;7.71;135318;Action; Mecha; Sci-Fi;;;;;;;;;;
7902;Fullmetal Alchemist: Brotherhood - 4-Koma Theater;Special;16;7.71;31262;Comedy; Fantasy; Military; Parody;;;;;;;;;
1281;Gakkou no Kaidan;TV;19;7.71;42033;Horror; Mystery; Supernatural;;;;;;;;;;
24765;Gakkougurashi!;TV;12;7.71;140094;Horror; Mystery; Psychological; School; Slice of Life;;;;;;;;
129;Gensoumaden Saiyuuki;TV;50;7.71;31179;Adventure; Comedy; Drama; Shounen; Supernatural;;;;;;;;
7661;Giant Killing;TV;26;7.71;36947;Drama; Seinen; Sports;;;;;;;;;;
31997;Hetalia: The World Twinkle Extra Disc;OVA;1;7.71;2152;Comedy; Historical; Parody;;;;;;;;;;
24703;High School DxD BorN;TV;12;7.71;192171;Action; Comedy; Demons; Ecchi; Harem; Romance; School;;;;;;
10999;Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon;Movie;1;7.71;4535;Sci-Fi; Shounen; Sports;;;;;;;;;;
6116;Mainichi Kaasan;TV;142;7.71;1707;Comedy; Slice of Life;;;;;;;;;;;
16762;Mirai Nikki Redial;OVA;1;7.71;135604;Action; Psychological; Shounen; Supernatural;;;;;;;;;
18849;Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai;Special;1;7.71;14703;Drama; Fantasy; Shoujo; Slice of Life; Supernatural;;;;;;;;
10500;Ojiisan no Lamp;Movie;1;7.71;11745;Drama; Historical;;;;;;;;;;;
14123;Pokemon Black and White 2: Introduction Movie;ONA;1;7.71;8554;Action; Fantasy; Kids;;;;;;;;;;
10573;Prince of Tennis: Another Story II - Ano Toki no Bokura;OVA;4;7.71;6005;Shounen; Sports;;;;;;;;;;;
8675;Seitokai Yakuindomo;TV;13;7.71;217617;Comedy; School; Shounen; Slice of Life;;;;;;;;;
1557;Shounen Onmyouji;TV;26;7.71;33321;Action; Demons; Fantasy; Historical; Magic; Shoujo; Supernatural;;;;;;
14289;Sukitte Ii na yo.;TV;13;7.71;233410;Romance; School; Shoujo;;;;;;;;;;
11743;Toaru Majutsu no Index: Endymion no Kiseki;Movie;1;7.71;54873;Action; Magic; Sci-Fi; Super Power;;;;;;;;;
30458;Tokyo Ghoul: &quot;;;;;;;;;;;;;;;;;
29854;Ushio to Tora (TV);TV;26;7.71;90931;Action; Adventure; Comedy; Demons; Shounen; Supernatural;;;;;;;
11433;Ano Natsu de Matteru;TV;12;7.70;169718;Comedy; Drama; Romance; Sci-Fi; Slice of Life;;;;;;;;
31821;Arslan Senki (TV): Fuujin Ranbu;TV;8;7.70;53577;Action; Adventure; Drama; Fantasy; Historical; Shounen; Supernatural;;;;;;
14967;Boku wa Tomodachi ga Sukunai Next;TV;12;7.70;214319;Comedy; Harem; Romance; School; Seinen; Slice of Life;;;;;;;
12049;Fairy Tail Movie 1: Houou no Miko;Movie;1;7.70;77560;Action; Adventure; Comedy; Fantasy; Magic; Shounen;;;;;;;
6152;Final Fantasy VII: Advent Children - Venice Film Festival Footage;Movie;1;7.70;6498;Action; Drama; Fantasy; Sci-Fi;;;;;;;;;
1393;Future GPX Cyber Formula Zero;OVA;8;7.70;1113;Drama; Sci-Fi; Shounen; Sports;;;;;;;;;
19191;Ghost in the Shell: Arise - Border:2 Ghost Whispers;Movie;1;7.70;24880;Mecha; Police; Psychological; Sci-Fi;;;;;;;;;
11617;High School DxD;TV;12;7.70;398660;Comedy; Demons; Ecchi; Harem; Romance; School;;;;;;;
10935;Hourou Musuko Specials;Special;2;7.70;4714;Drama; School;;;;;;;;;;;
914;Ike! Ina-chuu Takkyuubu;TV;26;7.70;7988;Comedy; Ecchi; School; Sports;;;;;;;;;
24781;Imawa no Kuni no Alice (OVA);OVA;3;7.70;18351;Action; Psychological; Shounen; Supernatural; Thriller;;;;;;;;
21327;Isshuukan Friends.;TV;12;7.70;139601;Comedy; School; Shounen; Slice of Life;;;;;;;;;
10568;Kamisama no Memochou;TV;12;7.70;130502;Mystery;;;;;;;;;;;;
1087;Kimagure Orange☆Road;TV;48;7.70;16012;Comedy; Drama; Romance; School; Shounen; Slice of Life; Super Power;;;;;;
33605;Ling Qi;ONA;20;7.69;2673;Action; Comedy; Magic; Supernatural;;;;;;;;;
15051;Love Live! School Idol Project;TV;13;7.70;155281;Music; School; Slice of Life;;;;;;;;;;
11933;Oda Nobuna no Yabou;TV;12;7.70;133216;Comedy; Historical; Romance;;;;;;;;;;
23301;Pokemon XY: Mega Evolution;Special;4;7.70;10227;Action; Adventure; Comedy; Fantasy; Kids;;;;;;;;
5493;Ranma ½: Akumu! Shunmin Kou;OVA;1;7.70;7064;Action; Comedy; Martial Arts; Shounen; Supernatural;;;;;;;;
23775;Shingeki no Kyojin Movie 1: Guren no Yumiya;Movie;1;7.70;31990;Action; Drama; Fantasy; Shounen; Super Power;;;;;;;;
9751;Strike Witches Movie;Movie;1;7.70;23856;Action; Ecchi; Magic; Military; Sci-Fi;;;;;;;;
969;Tsubasa Chronicle 2nd Season;TV;26;7.70;79166;Action; Adventure; Drama; Fantasy; Mystery; Romance; Shounen; Supernatural;;;;;
32681;Uchuu Patrol Luluco;TV;13;7.70;50236;Action; Adventure; Comedy; Space;;;;;;;;;
2202;Waga Seishun no Arcadia;Movie;1;7.70;4415;Action; Adventure; Drama; Sci-Fi; Space;;;;;;;;
7762;Yondemasu yo, Azazel-san.;OVA;4;7.70;18400;Comedy; Demons; Supernatural;;;;;;;;;;
10495;Yuru Yuri;TV;12;7.70;148140;Comedy; School; Shoujo Ai; Slice of Life;;;;;;;;;
880;Aa! Megami-sama!: Sorezore no Tsubasa;TV;22;7.69;42026;Comedy; Magic; Romance; Seinen; Supernatural;;;;;;;;
15061;Aikatsu!;TV;178;7.69;16990;Music; School; Shoujo; Slice of Life;;;;;;;;;
857;Air Gear;TV;25;7.69;194611;Action; Comedy; Ecchi; Shounen; Sports;;;;;;;;
110;Chuuka Ichiban!;TV;52;7.69;8586;Action; Comedy; Drama; Shounen;;;;;;;;;
23251;Gugure! Kokkuri-san;TV;12;7.69;87824;Comedy; Shounen; Supernatural;;;;;;;;;;
587;Hanbun no Tsuki ga Noboru Sora;TV;6;7.69;65125;Comedy; Drama; Romance;;;;;;;;;;
12725;Initial D: Project D to the Next Stage - Project D e Mukete;Special;1;7.69;3150;Action; Cars; Drama; Seinen; Sports;;;;;;;;
11013;Inu x Boku SS;TV;12;7.69;216204;Comedy; Romance; Shounen; Supernatural;;;;;;;;;
452;InuYasha: Toki wo Koeru Omoi;Movie;1;7.69;51354;Adventure; Comedy; Demons; Drama; Fantasy; Historical; Romance; Shounen; Super Power;;;;
1579;Kiniro no Corda: Primo Passo;TV;25;7.69;63134;Comedy; Drama; Harem; Magic; Music; Romance; School; Shoujo;;;;;
32869;Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari;Movie;1;7.69;7573;School; Shounen; Sports;;;;;;;;;;
6793;Kuroshitsuji Special;Special;1;7.69;53706;Comedy; Demons; Parody;;;;;;;;;;
6172;Layton Kyouju to Eien no Utahime;Movie;1;7.69;12867;Mystery;;;;;;;;;;;;
21105;Love Stage!!;TV;10;7.69;83397;Comedy; Romance; Shounen Ai;;;;;;;;;;
194;Macross Zero;OVA;5;7.69;23568;Adventure; Mecha; Military; Sci-Fi; Shounen;;;;;;;;
3001;Moyashimon;TV;11;7.69;44465;Comedy; School; Supernatural;;;;;;;;;;
8190;Nodame Cantabile OVA 2;OVA;1;7.69;17226;Comedy; Josei; Romance;;;;;;;;;;
23277;Saenai Heroine no Sodatekata;TV;12;7.69;155795;Comedy; Ecchi; Harem; Romance; School;;;;;;;;
2498;Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi;Movie;1;7.69;7834;Comedy; Drama; School; Shounen; Slice of Life; Sports;;;;;;;
25729;Tamayura: Sotsugyou Shashin Part 1 - Kizashi;Movie;1;7.69;4467;Comedy; Drama; Slice of Life;;;;;;;;;;
4654;Toaru Majutsu no Index;TV;24;7.69;313114;Action; Magic; Sci-Fi; Super Power;;;;;;;;;
18139;Tonari no Seki-kun;TV;21;7.69;82568;Comedy; School; Seinen;;;;;;;;;;
16005;Zettai Karen Children: The Unlimited - Hyoubu Kyousuke;TV;12;7.69;61919;Shounen; Supernatural;;;;;;;;;;;
32015;Ajin OVA;OVA;3;7.68;15613;Action; Horror; Mystery; Seinen; Supernatural;;;;;;;;
22147;Amagi Brilliant Park;TV;13;7.68;217003;Comedy; Magic;;;;;;;;;;;
1946;Ashita no Nadja;TV;50;7.68;13742;Adventure; Drama; Historical; Romance; Shoujo;;;;;;;;
67;Basilisk: Kouga Ninpou Chou;TV;24;7.68;98144;Action; Adventure; Fantasy; Historical; Romance; Samurai; Supernatural;;;;;;
32365;Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi;Special;1;7.68;16868;Action; Comedy; Martial Arts; Shounen; Super Power;;;;;;;;
14345;Btooom!;TV;12;7.68;329561;Action; Psychological; Sci-Fi; Seinen;;;;;;;;;
11359;Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni;Special;1;7.68;17166;Action; Comedy; Fantasy; Sci-Fi; Shounen; Super Power;;;;;;;
428;Kaleido Star: Aratanaru Tsubasa - Extra Stage;OVA;1;7.68;9248;Adventure; Comedy; Drama; Shoujo;;;;;;;;;
4188;Mahou Sensei Negima! Shiroki Tsubasa Ala Alba;OVA;3;7.68;15616;Adventure; Comedy; Ecchi; Harem; Magic; Romance; Shounen; Supernatural; Vampire;;;;
340;Mutsu Enmei Ryuu Gaiden: Shura no Toki;TV;26;7.68;13959;Action; Historical; Martial Arts; Samurai; Shounen;;;;;;;;
10588;Persona 4 the Animation;TV;25;7.68;134942;Adventure; Mystery; School; Sci-Fi; Super Power; Supernatural;;;;;;;
5958;Sora no Otoshimono;TV;13;7.68;227681;Comedy; Ecchi; Harem; Romance; Sci-Fi; Shounen; Supernatural;;;;;;
14669;Aura: Maryuuin Kouga Saigo no Tatakai;Movie;1;7.67;22599;Comedy; Drama; Romance; School; Supernatural;;;;;;;;
1478;City Hunter: Goodbye My Sweetheart;Special;1;7.67;2832;Adventure; Comedy; Shounen;;;;;;;;;;
8331;Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey;OVA;1;7.67;6460;Comedy; Mystery; Police; Shounen;;;;;;;;;
455;Fantastic Children;TV;26;7.67;17773;Adventure; Fantasy; Mystery; Romance; Sci-Fi;;;;;;;;
18507;Free!;TV;12;7.67;265791;Comedy; School; Slice of Life; Sports;;;;;;;;;
27411;Ghost in the Shell (2015);Movie;1;7.67;19872;Action; Mecha; Police; Psychological; Sci-Fi;;;;;;;;
17729;Grisaia no Kajitsu;TV;13;7.67;178166;Drama; Harem; Psychological; Romance; School;;;;;;;;
26023;Haiyore! Nyaruko-san F;OVA;1;7.67;19620;Comedy; Parody; Romance; Sci-Fi;;;;;;;;;
21075;Hetalia: The Beautiful World Extra Disc;OVA;1;7.67;4788;Comedy; Historical; Parody;;;;;;;;;;
8217;Jewelpet Twinkle☆;TV;52;7.67;4110;Fantasy; Magic; School; Shoujo;;;;;;;;;
617;Juubee Ninpuuchou;Movie;1;7.67;55697;Adventure; Fantasy; Historical; Horror; Romance; Shounen; Supernatural;;;;;;
31798;Kiznaiver;TV;12;7.67;197912;Drama; Sci-Fi;;;;;;;;;;;
8841;Kore wa Zombie Desu ka?;TV;12;7.67;295782;Action; Comedy; Ecchi; Harem; Magic; Supernatural;;;;;;;
9396;Mitsudomoe Special;Special;1;7.67;11354;Comedy; School; Slice of Life;;;;;;;;;;
11371;New Prince of Tennis;TV;13;7.67;30630;Action; Comedy; Shounen; Sports;;;;;;;;;
32542;Sakamoto desu ga?;TV;12;7.67;171452;Comedy; School; Seinen;;;;;;;;;;
5306;Tales of Symphonia The Animation: Tethe&#039;;;;;;;;;;;;;;;;;
2268;Tatakae! Chou Robot Seimeitai Transformers;TV;98;7.67;5652;Adventure; Mecha; Sci-Fi; Shounen;;;;;;;;;
177;Tsubasa Chronicle;TV;26;7.67;134705;Action; Adventure; Fantasy; Magic; Romance; Shounen; Supernatural;;;;;;
22729;Aldnoah.Zero;TV;12;7.66;244193;Action; Mecha; Sci-Fi;;;;;;;;;;
4835;Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu;Movie;1;7.66;122373;Action; Comedy; Shounen; Super Power; Supernatural;;;;;;;;
8888;Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita;Movie;1;7.66;91105;Action; Mecha; Military; Sci-Fi;;;;;;;;;
5348;Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab;OVA;1;7.66;7726;Adventure; Comedy; Mystery; Police; Shounen;;;;;;;;
9786;Detective Conan: Conan vs. Kid - Jet Black Sniper;Movie;1;7.66;2119;Adventure; Comedy; Mystery; Police; Shounen;;;;;;;;
25687;Digimon Adventure tri. 1: Saikai;Movie;1;7.66;58274;Action; Adventure; Comedy; Drama;;;;;;;;;
31552;Durarara!!x2 Ten: Onoroke Chakapoko;Special;1;7.66;16171;Action; Mystery; Supernatural;;;;;;;;;;
14131;Girls und Panzer;TV;12;7.66;104275;Military; School;;;;;;;;;;;
2002;Heroic Age;TV;26;7.66;62530;Action; Mecha; Military; Sci-Fi; Space;;;;;;;;
145;Kareshi Kanojo no Jijou;TV;26;7.66;94165;Comedy; Drama; Romance; School; Shoujo; Slice of Life;;;;;;;
5290;Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!;Movie;1;7.66;2430;Comedy; Sci-Fi; Shounen;;;;;;;;;;
250;Konjiki no Gash Bell!!;TV;150;7.66;51403;Adventure; Comedy; Magic; Shounen; Supernatural;;;;;;;;
23321;Log Horizon 2nd Season;TV;25;7.66;215817;Action; Adventure; Fantasy; Game; Magic; Shounen;;;;;;;
2743;Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou;Special;4;7.66;5508;Comedy; Parody;;;;;;;;;;;
3626;Mobile Suit Gundam Wing: Operation Meteor;OVA;4;7.66;6768;Action; Adventure; Drama; Mecha; Military; Psychological; Sci-Fi; Space;;;;;
10020;Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials;ONA;4;7.66;101495;Comedy; Seinen; Slice of Life;;;;;;;;;;
1873;Plawres Sanshirou;TV;37;7.66;1718;Adventure; Mecha; School; Sci-Fi; Shounen; Sports;;;;;;;
528;Pokemon: Mewtwo no Gyakushuu;Movie;1;7.66;100089;Action; Adventure; Comedy; Drama; Fantasy; Kids;;;;;;;
2562;Shion no Ou;TV;22;7.66;20553;Drama; Game; Mystery; Thriller;;;;;;;;;
1861;Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi;Movie;1;7.66;7992;Comedy; Drama; School; Shounen; Slice of Life; Sports;;;;;;;
8995;Tales of Symphonia The Animation: Sekai Tougou-hen;OVA;3;7.66;14036;Action; Adventure; Fantasy; Magic; Martial Arts; Shounen;;;;;;;
17437;The iDOLM@STER Movie: Kagayaki no Mukougawa e!;Movie;1;7.66;12262;Comedy; Drama; Music;;;;;;;;;;
32673;Udon no Kuni no Kiniro Kemari;TV;12;7.66;33885;Fantasy; Seinen; Slice of Life;;;;;;;;;;
1985;UFO Robo Grendizer;TV;74;7.66;4381;Mecha; Sci-Fi; Shounen;;;;;;;;;;
304;Aa! Megami-sama! Movie;Movie;1;7.65;29330;Comedy; Magic; Romance; Seinen; Supernatural;;;;;;;;
12291;Acchi Kocchi (TV);TV;12;7.65;127973;Comedy; Romance; School; Seinen; Slice of Life;;;;;;;;
1488;Area 88;OVA;3;7.65;6645;Action; Adventure; Drama; Military; Romance;;;;;;;;
4182;Darker than Black: Kuro no Keiyakusha Special;Special;1;7.65;87609;Comedy; Parody; Sci-Fi;;;;;;;;;;
9839;Detective Conan: Black History 2;Special;1;7.65;2718;Adventure; Comedy; Mystery; Police; Shounen;;;;;;;;
874;Digimon Tamers;TV;51;7.65;94391;Adventure; Comedy; Drama; Fantasy; Shounen;;;;;;;;
2673;Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai;Movie;1;7.65;1583;Adventure; Comedy; Fantasy;;;;;;;;;;
31376;Flying Witch;TV;12;7.65;95933;Comedy; Magic; Shounen; Slice of Life; Supernatural;;;;;;;;
1251;Fushigi no Umi no Nadia;TV;39;7.65;24229;Adventure; Comedy; Historical; Romance; Sci-Fi;;;;;;;;
32215;High School DxD BorN: Yomigaeranai Fushichou;OVA;1;7.66;22497;Action; Comedy; Demons; Ecchi; Harem; Romance; School;;;;;;
2012;Jigoku Sensei Nube;TV;49;7.65;8908;Adventure; Comedy; Horror; Romance; School; Shounen; Supernatural;;;;;;
2848;Kappa no Coo to Natsuyasumi;Movie;1;7.65;6953;Adventure; Shounen;;;;;;;;;;;
15813;Majokko Shimai no Yoyo to Nene;Movie;1;7.65;8698;Fantasy; Magic;;;;;;;;;;;
5162;Minami-ke Okaeri;TV;13;7.65;45233;Comedy; School; Slice of Life;;;;;;;;;;
13245;New Prince of Tennis Specials;Special;7;7.65;5524;Action; Comedy; Shounen; Sports;;;;;;;;;
3673;Nijuu Mensou no Musume;TV;22;7.65;21009;Action; Adventure; Mystery;;;;;;;;;;
21667;Non Non Biyori: Okinawa e Ikukoto ni Natta;OVA;1;7.65;25169;Comedy; School; Seinen; Slice of Life;;;;;;;;;
3848;One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura;Movie;1;7.65;29771;Action; Adventure; Comedy; Fantasy; Shounen; Super Power;;;;;;;
26243;Owari no Seraph;TV;12;7.65;315630;Action; Drama; Shounen; Supernatural; Vampire;;;;;;;;
5419;Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku;Special;1;7.65;6929;Comedy; Parody; School;;;;;;;;;;
46;Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka;Movie;1;7.65;33191;Drama; Historical; Samurai; Shounen;;;;;;;;;
